ec_num	uniprot_id	opt	species	references	comments	opt_mean
4.1.1.1	P16467	6.8	Saccharomyces cerevisiae	11248689,23423327	#4# dimer and tetramer <51>	6.8
4.1.1.1	P26263	6.8	Saccharomyces cerevisiae	11248689,23423327	#4# dimer and tetramer <51>	6.8
1.1.1.37	Q9K3J3	6.8	Streptomyces coelicolor	21071865	#187# 50°C, phosphate buffer, recombinant enzyme, reduction and oxidation <108>	6.8
1.3.1.9	P42829	6.8	Mycolicibacterium smegmatis	17034137,20200152,10869170,26934341,25218910	#29# activity assay <49>	6.8
4.1.1.65	Q9GPP8	6.8	Plasmodium falciparum	4020299,14651609	#31# strictly pH-dependent <36>	6.8
4.2.3.23	Q8LSC3	6.8	Cichorium intybus	12011345	None	6.8
3.5.1.104	Q81EJ6	6.8	Bacillus cereus	29983281	None	6.8
2.8.2.17	Q7LGC8	6.8	Homo sapiens	6957247,16720579,18698629	#1# imidazole buffer <2>	6.8
2.7.4.22	Q9PPX6	6.8	Ureaplasma parvum	18021254	#17# purified recombinant enzyme <17>	6.8
4.2.3.36	Q9AJE3	6.8	Kitasatospora griseola	12138123	#1# Tris-HCl buffer, substrate: terpentedienyl diphosphate <2>	6.8
3.11.1.3	Q84G06	6.7-7.0	Variovorax sp.	12697754	None	6.85
1.12.98.1	P80490	6.5-7.25	Methanosarcina barkeri	8521835	#14# deazaflavin reducing activity <20>	6.875
1.12.98.1	P80491	6.5-7.25	Methanosarcina barkeri	8521835	#14# deazaflavin reducing activity <20>	6.875
1.12.98.1	P80489	6.5-7.25	Methanosarcina barkeri	8521835	#14# deazaflavin reducing activity <20>	6.875
3.6.1.60	Q99321	6.9	Saccharomyces cerevisiae	10085096	None	6.9
3.2.1.1	P04745	6.9	Homo sapiens	3496084,18949899,18951906,30001600,30195612	#12# enzyme from normal pancreas and from transplantable pancreatic acinar carcinoma <25>	6.9
3.2.1.28	P32356	6.8-7.0	Saccharomyces cerevisiae	27133444	None	6.9
2.3.1.15	K9JTB0	6.9	Helianthus annuus	25618244	None	6.9
4.1.3.1	P0A9G6	6.9	Escherichia coli	15470117	None	6.9
3.1.3.93	Q9M8S8	6.8-7.0	Arabidopsis thaliana	15550539	#2# at 2 mM MgCl2 and 0.5 mM L-galactose 1-phosphate <3>	6.9
5.6.1.1	Q9SEX2	6.9	Arabidopsis thaliana	17977001	#23# ATPase activity assay <38>	6.9
2.7.7.3	P0A6I6	6.9	Escherichia coli	11812124,10480925	None	6.9
2.3.1.67	Q8BYI6	6.9	Mus musculus	1495421,7430122,9219895,8951505,10549875,9326723,18442488,23817078	#2# optimal pH <2>; #2# activity assay <30>	6.9
1.14.18.1	Q84YI0	6.9	Trifolium pratense	18069787	#126# for PPO2, activation of the PPOs shifts the pH optima to 7 <181>	6.9
2.7.1.73	P0AEW6	6.9	Escherichia coli	7665468	#9# inosine kinase <4>	6.9
3.1.1.1	Q840T2	7.0	Lacticaseibacillus casei	7576531,11814667,11267909,12452955,12556461,15184114,16448191,17428787,19054107,18436237,23801110,29307486,28058522,26672448,28817718	#71# about <72>; #81# ester synthesis <76>; #92# substrate: 4-nitrophenyl acetate <106>	7.0
2.7.1.6	Q9K3S8	4.0-10.0	Streptomyces coelicolor	30593944	None	7.0
2.7.9.4	Q9AWA5	7.0	Solanum tuberosum	12011472,14525539	None	7.0
3.1.3.48	P29350	7.0	Homo sapiens	2851993,2580826,18358001,19297174,18566706,20163174,21719704,27816449,29673715,27842892,29485030,29261102,25462809	#10# substrate phosphotyrosyl histone <13>; #73# recombinant intracellular catalytic domain of PTP-oc (DELTAPTP-oc) <304>	7.0
3.2.1.73	P45798	7.0	Rhodothermus marinus	16912849,17689169,18543932,20645085,24659048,22370539,25808979,26755730,29549448,30430579	#9# isozyme EG2 <99>	7.0
2.7.1.40	P14618	7.0	Homo sapiens	3344004,3970531,6468395,4062301,2563644,6614924,12632162,11294847,20857498,27852252,28918505,28686591	#77# broad <54,55>; #70# isozyme PKc <65>; #11# at saturating phosphoenolpyruvate concentration: 1.25 mM <53>; #80# in the absence of fructose 1,6-diphosphate <16>; #85# narrow optimum, cytosolic isozyme <243>	7.0
3.1.3.48	P24666	7.0	Homo sapiens	2851993,2580826,18358001,19297174,18566706,20163174,21719704,27816449,29673715,27842892,29485030,29261102,25462809	#10# substrate phosphotyrosyl histone <13>; #73# recombinant intracellular catalytic domain of PTP-oc (DELTAPTP-oc) <304>	7.0
5.3.1.4	Q88S84	7.0	Lactiplantibacillus plantarum	12076797,16332764,16080720,17206372,19749063,23391919,22806043,26335445	#15# free enzyme <27>; #6# immobilized cells <22>; #15# immobilized enzyme in Escherichis coli cells <27>; #8# 70% of maximal activity at pH 4.5 <71>	7.0
2.7.1.40	Q9KUN0	7.0	Vibrio cholerae serotype O1	3344004,3970531,6468395,4062301,2563644,6614924,12632162,11294847,20857498,27852252,28918505,28686591	#77# broad <54,55>; #70# isozyme PKc <65>; #11# at saturating phosphoenolpyruvate concentration: 1.25 mM <53>; #80# in the absence of fructose 1,6-diphosphate <16>; #85# narrow optimum, cytosolic isozyme <243>	7.0
5.1.1.15	A1T974	7.0	Mycolicibacterium vanbaalenii	26206345	#2# L-alpha-amino-delta-valerolactam <6>	7.0
3.2.1.14	P11955	7.0	Hordeum vulgare	7763357,8477714,12074700,12579379,11929279,16684504,16765843,18175902,17126584,18359848,19224400,21897030,20622499,20576315,28377239	#30# basic chitinase <38>; #22# isoenzyme C4 <53>; #168# protease activity <132>; #90# substrate: 4-methylumbelliferyl-(GlcNAc)2 <162>	7.0
2.7.1.40	Q969A2	7.0	Toxoplasma gondii	3344004,3970531,6468395,4062301,2563644,6614924,12632162,11294847,20857498,27852252,28918505,28686591	#77# broad <54,55>; #70# isozyme PKc <65>; #11# at saturating phosphoenolpyruvate concentration: 1.25 mM <53>; #80# in the absence of fructose 1,6-diphosphate <16>; #85# narrow optimum, cytosolic isozyme <243>	7.0
3.1.3.53	O14974	7.0	Homo sapiens	6304072,2842609,2844285,11388902,24712327	#2# dephosphorylation of intact myosin or isolated myosin light-chain by the catalytic subunit <2>	7.0
2.7.1.40	Q8NLN1	7.0	Corynebacterium glutamicum	3344004,3970531,6468395,4062301,2563644,6614924,12632162,11294847,20857498,27852252,28918505,28686591	#77# broad <54,55>; #70# isozyme PKc <65>; #11# at saturating phosphoenolpyruvate concentration: 1.25 mM <53>; #80# in the absence of fructose 1,6-diphosphate <16>; #85# narrow optimum, cytosolic isozyme <243>	7.0
3.2.1.8	Q59922	7.0	Streptomyces halstedii	7765283,10923787,10989179,15629130,16915648,15064978,17445930,18379842,19349753,19838860,19854928,19759868,20154127,21455595,21237221,19916085,23117673,20349285,29236500,30397764,29491860,29355625,30753879,29704649	#24# at 80°C <149>; #64# wild-type enzyme <92>; #209,306# recombinant enzyme <217,399>; #48# xylanase A <8>; #189# recombinant His-tagged enzyme <227>; #108# isozymes IIb and IId <90>; #11# X-I <138>; #168# highest xylanase activity in citrate-phosphate buffer, 10% less activity than in Tris-HCl <195>; #119# xylanase activity of the fusion enzyme (EG-M-Xyn) of endoglucanase (cellulase) from Teleogryllus emma and xylanase from Thermomyces lanuginosus <401>	7.0
3.2.1.37	A0A399G7U0	7.0	Thermobifida halotolerans	1765080,20129093,21193828,28912429,30225545,30397764	#88# substrate 4-nitrophenyl alpha-L-arabinofuranoside <107>	7.0
2.7.1.4	C4M2I2	7.0	Entamoeba histolytica	25700717	None	7.0
3.2.2.27	Q8V4Y4	7.0	Monkeypox virus	17910420,8837481	None	7.0
3.2.1.37	Q2URT3	7.0	Aspergillus oryzae	1765080,20129093,21193828,28912429,30225545,30397764	#88# substrate 4-nitrophenyl alpha-L-arabinofuranoside <107>	7.0
3.2.2.5	Q9F0R5	7.0	Aliivibrio fischeri	8393643,11114931,11489987,12083366	#9# broad pH-optimum <41>	7.0
3.1.3.11	Q8RW99	7.0	Pisum sativum	6296609,19400047,12651105	#57# in presence of 0.4 M KCl <24>; #17# at 40 mM Mg2+ <54>; #10# in presence of 0.1 mM EDTA <42>; #65# the recombinant enzyme <116>	7.0
2.7.1.40	Q9KQJ0	7.0	Vibrio cholerae serotype O1	3344004,3970531,6468395,4062301,2563644,6614924,12632162,11294847,20857498,27852252,28918505,28686591	#77# broad <54,55>; #70# isozyme PKc <65>; #11# at saturating phosphoenolpyruvate concentration: 1.25 mM <53>; #80# in the absence of fructose 1,6-diphosphate <16>; #85# narrow optimum, cytosolic isozyme <243>	7.0
3.6.1.11	P0A840	7.0	Escherichia coli	9650588,15170373,15489502	#4# about <8>	7.0
3.2.1.37	S7ZRR2	7.0	Penicillium oxalicum	1765080,20129093,21193828,28912429,30225545,30397764	#88# substrate 4-nitrophenyl alpha-L-arabinofuranoside <107>	7.0
2.7.7.74	O29976	6.5-7.5	Archaeoglobus fulgidus	21378188	None	7.0
3.1.3.5	Q9PBQ1	7.0	Xylella fastidiosa	5009441,2344353,15489502,15990089,21111737,23474016	#7# substrate thio-IMP <88>	7.0
3.2.1.8	Q2I6W5	7.0	Paenibacillus campinasensis	7765283,10923787,10989179,15629130,16915648,15064978,17445930,18379842,19349753,19838860,19854928,19759868,20154127,21455595,21237221,19916085,23117673,20349285,29236500,30397764,29491860,29355625,30753879,29704649	#24# at 80°C <149>; #64# wild-type enzyme <92>; #209,306# recombinant enzyme <217,399>; #48# xylanase A <8>; #189# recombinant His-tagged enzyme <227>; #108# isozymes IIb and IId <90>; #11# X-I <138>; #168# highest xylanase activity in citrate-phosphate buffer, 10% less activity than in Tris-HCl <195>; #119# xylanase activity of the fusion enzyme (EG-M-Xyn) of endoglucanase (cellulase) from Teleogryllus emma and xylanase from Thermomyces lanuginosus <401>	7.0
3.1.3.12	Q7WUI6	7.0	Thermus thermophilus	4327508,4326209,13825148,15455210,16197937,17257172,18835983,21658361,27572957	#6# hydrolysis of trehalose 6-phosphate <1>; #20# hydrolysis of glucose 6-phosphate in absence of trehalose <2>; #30# about, recombinant enzyme <19>; #15# neutral pH optimum <21>	7.0
3.2.1.78	B5BQ69	7.0	Vibrio sp.	19129644,20073482,21311881,20639136,23252695,27714555,26467349	None	7.0
3.1.3.12	A8NS89	7.0	Brugia malayi	4327508,4326209,13825148,15455210,16197937,17257172,18835983,21658361,27572957	#6# hydrolysis of trehalose 6-phosphate <1>; #20# hydrolysis of glucose 6-phosphate in absence of trehalose <2>; #30# about, recombinant enzyme <19>; #15# neutral pH optimum <21>	7.0
3.1.2.4	Q9LKJ1	7.0	Arabidopsis thaliana	18461320,19538395	#11# in 50 mm Tris-buffer <12>	7.0
3.1.3.5	P40025	7.0	Saccharomyces cerevisiae	5009441,2344353,15489502,15990089,21111737,23474016	#7# substrate thio-IMP <88>	7.0
3.1.2.4	Q81DR3	7.0	Bacillus cereus	18461320,19538395	#11# in 50 mm Tris-buffer <12>	7.0
3.1.1.1	O28558	6.5-7.5	Archaeoglobus fulgidus	10620337	None	7.0
3.1.3.12	Q75WV3	7.0	Oryza sativa	4327508,4326209,13825148,15455210,16197937,17257172,18835983,21658361,27572957	#6# hydrolysis of trehalose 6-phosphate <1>; #20# hydrolysis of glucose 6-phosphate in absence of trehalose <2>; #30# about, recombinant enzyme <19>; #15# neutral pH optimum <21>	7.0
3.1.2.6	Q84XQ5	7.0	Brassica juncea	16153601	#39# recombinant protein <51>	7.0
3.1.3.16	P48452	7.0	Bos taurus	204353,6183053,11495355,15805470,18291522,19629647	#8# with Mg2+ as activator <125>	7.0
3.2.1.37	W0BU85	7.0	Enterobacter ludwigii	1765080,20129093,21193828,28912429,30225545,30397764	#88# substrate 4-nitrophenyl alpha-L-arabinofuranoside <107>	7.0
2.7.1.45	A0A0B6VMB0	7.0	Flavobacterium sp. UMI-01	28216576	#13# recombinant enzyme <10>	7.0
3.1.3.12	P9WFZ5	7.0	Mycobacterium tuberculosis	4327508,4326209,13825148,15455210,16197937,17257172,18835983,21658361,27572957	#6# hydrolysis of trehalose 6-phosphate <1>; #20# hydrolysis of glucose 6-phosphate in absence of trehalose <2>; #30# about, recombinant enzyme <19>; #15# neutral pH optimum <21>	7.0
3.1.3.48	P23469	7.0	Homo sapiens	2851993,2580826,18358001,19297174,18566706,20163174,21719704,27816449,29673715,27842892,29485030,29261102,25462809	#10# substrate phosphotyrosyl histone <13>; #73# recombinant intracellular catalytic domain of PTP-oc (DELTAPTP-oc) <304>	7.0
3.2.1.37	A0A2U8LMQ1	7.0	Rhizophlyctis rosea	1765080,20129093,21193828,28912429,30225545,30397764	#88# substrate 4-nitrophenyl alpha-L-arabinofuranoside <107>	7.0
2.6.1.52	A0A3S5ZPF7	6.8-7.2	Bos taurus		None	7.0
2.6.1.45	Q608T3	7.0	Methylococcus capsulatus	30511326	None	7.0
2.7.1.6	B2UQR6	7.0	Akkermansia muciniphila	32732027	None	7.0
3.1.21.1	Q5KTT0	6.0-8.0	Pagrus major	15182937	#47# Asp44 is responsible for the higher pH optimum compared to vertebrates, residue 44 might have been involved in the evolutionary change of pH optimum for activity from piscine, reptile and amphibia to vertebrates, who possess a His44 residue and a lower pH optimum <51>	7.0
3.2.1.8	D3VWB5	7.0	Alicyclobacillus sp.	7765283,10923787,10989179,15629130,16915648,15064978,17445930,18379842,19349753,19838860,19854928,19759868,20154127,21455595,21237221,19916085,23117673,20349285,29236500,30397764,29491860,29355625,30753879,29704649	#24# at 80°C <149>; #64# wild-type enzyme <92>; #209,306# recombinant enzyme <217,399>; #48# xylanase A <8>; #189# recombinant His-tagged enzyme <227>; #108# isozymes IIb and IId <90>; #11# X-I <138>; #168# highest xylanase activity in citrate-phosphate buffer, 10% less activity than in Tris-HCl <195>; #119# xylanase activity of the fusion enzyme (EG-M-Xyn) of endoglucanase (cellulase) from Teleogryllus emma and xylanase from Thermomyces lanuginosus <401>	7.0
2.7.1.175	O54204	7.0	Streptomyces coelicolor	15378530	None	7.0
3.2.1.3	A0A0H3WKG6	7.0	Corallococcus coralloides	12790660,16215859,17485087,18769880,18356321,19484200,19708824,30681161,26102340	#37# glucosylation reaction at, substrates curcumin or guaiacol <94>	7.0
3.2.1.89	Q9X0S8	7.0	Thermotoga maritima	16495677	None	7.0
3.2.1.81	K7WTF8	7.0	Agarivorans sp.	8517750,9797294,15088129,16317543,15456406,15170112,17337564,18478285,19349750,19802606,19484308,20161978,21655986,21030821,21876371,23221532,28986239	#27# recombinant enzyme <57>; #18# AgaB <28>; #17# Britton-Robinson universal buffers, 50°C <29>; #14# in presence of 2% NaCl <27>; #7# narrow <34>; #7# agarase AG-a <49>	7.0
3.1.3.3	P42941	7.0	Saccharomyces cerevisiae		None	7.0
3.2.1.81	A0A286PT85	7.0	Catenovulum agarivorans	8517750,9797294,15088129,16317543,15456406,15170112,17337564,18478285,19349750,19802606,19484308,20161978,21655986,21030821,21876371,23221532,28986239	#27# recombinant enzyme <57>; #18# AgaB <28>; #17# Britton-Robinson universal buffers, 50°C <29>; #14# in presence of 2% NaCl <27>; #7# narrow <34>; #7# agarase AG-a <49>	7.0
3.2.1.81	A1E2B6	7.0	Vibrio sp.	8517750,9797294,15088129,16317543,15456406,15170112,17337564,18478285,19349750,19802606,19484308,20161978,21655986,21030821,21876371,23221532,28986239	#27# recombinant enzyme <57>; #18# AgaB <28>; #17# Britton-Robinson universal buffers, 50°C <29>; #14# in presence of 2% NaCl <27>; #7# narrow <34>; #7# agarase AG-a <49>	7.0
3.2.1.67	D0MEP1	7.0	Rhodothermus marinus	11388462,28555295	None	7.0
3.2.1.81	Q6F4N4	7.0	Microbulbifer thermotolerans	8517750,9797294,15088129,16317543,15456406,15170112,17337564,18478285,19349750,19802606,19484308,20161978,21655986,21030821,21876371,23221532,28986239	#27# recombinant enzyme <57>; #18# AgaB <28>; #17# Britton-Robinson universal buffers, 50°C <29>; #14# in presence of 2% NaCl <27>; #7# narrow <34>; #7# agarase AG-a <49>	7.0
3.2.1.81	C9WIW7	7.0	Agarivorans sp. LQ48	8517750,9797294,15088129,16317543,15456406,15170112,17337564,18478285,19349750,19802606,19484308,20161978,21655986,21030821,21876371,23221532,28986239	#27# recombinant enzyme <57>; #18# AgaB <28>; #17# Britton-Robinson universal buffers, 50°C <29>; #14# in presence of 2% NaCl <27>; #7# narrow <34>; #7# agarase AG-a <49>	7.0
3.2.1.81	A5A6R7	6.5-7.5	Vibrio sp. PO-303	20161978	#43# native enzyme <57>	7.0
3.1.1.1	Q52NW7	7.0	Klebsiella sp.	7576531,11814667,11267909,12452955,12556461,15184114,16448191,17428787,19054107,18436237,23801110,29307486,28058522,26672448,28817718	#71# about <72>; #81# ester synthesis <76>; #92# substrate: 4-nitrophenyl acetate <106>	7.0
3.1.3.36	Q84W55	6.5-7.5	Arabidopsis thaliana	15539468	None	7.0
3.1.3.23	Q9ZVJ5	7.0	Arabidopsis thaliana	21575135,24915748	#1# recombinant enzyme <8>	7.0
3.1.3.4	Q6NLA5	6.0-8.0	Arabidopsis thaliana	17652095	#33# isozyme LPPgamma, broad optimum <75>	7.0
3.2.1.14	B1B6T0	7.0	Bromus inermis	7763357,8477714,12074700,12579379,11929279,16684504,16765843,18175902,17126584,18359848,19224400,21897030,20622499,20576315,28377239	#30# basic chitinase <38>; #22# isoenzyme C4 <53>; #168# protease activity <132>; #90# substrate: 4-methylumbelliferyl-(GlcNAc)2 <162>	7.0
2.7.1.222	P0DPA8	7.0	Psilocybe cubensis	32101345	None	7.0
3.2.1.86	L7Y2Z6	7.0	uncultured organism	15748978,23335769,22449746	None	7.0
3.2.1.83	A0A2I4KDZ0	7.0	Cellulophaga lytica	1915370,24351836,24606162,25281802,28861059,28736039,29133092,30255626	#49# recombinant enzyme <32>; #1# in MOPS buffer <13>	7.0
3.2.1.14	P86181	7.0	Avena sativa	7763357,8477714,12074700,12579379,11929279,16684504,16765843,18175902,17126584,18359848,19224400,21897030,20622499,20576315,28377239	#30# basic chitinase <38>; #22# isoenzyme C4 <53>; #168# protease activity <132>; #90# substrate: 4-methylumbelliferyl-(GlcNAc)2 <162>	7.0
2.7.8.8	P23830	7.0	Escherichia coli	19072541	#10# transphosphatidylation <14>	7.0
3.2.1.14	Q9XEN6	7.0	Triticum aestivum	7763357,8477714,12074700,12579379,11929279,16684504,16765843,18175902,17126584,18359848,19224400,21897030,20622499,20576315,28377239	#30# basic chitinase <38>; #22# isoenzyme C4 <53>; #168# protease activity <132>; #90# substrate: 4-methylumbelliferyl-(GlcNAc)2 <162>	7.0
3.1.3.26	A5A5J1	7.0	Bacillus sp. (in: Bacteria)	12693443,18479345	None	7.0
3.1.1.1	Q8KWI9	7.0	Lactococcus lactis	7576531,11814667,11267909,12452955,12556461,15184114,16448191,17428787,19054107,18436237,23801110,29307486,28058522,26672448,28817718	#71# about <72>; #81# ester synthesis <76>; #92# substrate: 4-nitrophenyl acetate <106>	7.0
3.2.1.83	P43478	7.0	Pseudoalteromonas carrageenovora	1915370,24351836,24606162,25281802,28861059,28736039,29133092,30255626	#49# recombinant enzyme <32>; #1# in MOPS buffer <13>	7.0
3.2.2.8	P33022	7.0	Escherichia coli K-12	12325375,16411753	#5# substrate: xanthosine <5>	7.0
3.1.8.1	B5BLW5	7.0	Saccharolobus solfataricus	18931117,27915249,27915249	None	7.0
5.1.3.30	A8RG82	7.0	Enterocloster bolteae	23644747,23644747	#8# recombinant enzyme <8>	7.0
2.7.1.165	O58231	7.0	Pyrococcus horikoshii	17563835	None	7.0
3.2.1.83	S5U3X4	7.0	Zobellia sp. M-2	1915370,24351836,24606162,25281802,28861059,28736039,29133092,30255626	#49# recombinant enzyme <32>; #1# in MOPS buffer <13>	7.0
3.1.1.1	S4TYB2	7.0	Alicyclobacillus tengchongensis	7576531,11814667,11267909,12452955,12556461,15184114,16448191,17428787,19054107,18436237,23801110,29307486,28058522,26672448,28817718	#71# about <72>; #81# ester synthesis <76>; #92# substrate: 4-nitrophenyl acetate <106>	7.0
5.1.3.5	A0A168GPR3	7.0	Albuca bracteata	20435741	#20,21,22# about pH 7.0 <10>	7.0
3.2.1.14	Q8W427	7.0	Triticum aestivum	7763357,8477714,12074700,12579379,11929279,16684504,16765843,18175902,17126584,18359848,19224400,21897030,20622499,20576315,28377239	#30# basic chitinase <38>; #22# isoenzyme C4 <53>; #168# protease activity <132>; #90# substrate: 4-methylumbelliferyl-(GlcNAc)2 <162>	7.0
3.2.1.28	A1YQE2	7.0	Beauveria bassiana	15475303,19073263,20630729,22484163	None	7.0
3.2.1.14	Q6T484	7.0	Triticum aestivum	7763357,8477714,12074700,12579379,11929279,16684504,16765843,18175902,17126584,18359848,19224400,21897030,20622499,20576315,28377239	#30# basic chitinase <38>; #22# isoenzyme C4 <53>; #168# protease activity <132>; #90# substrate: 4-methylumbelliferyl-(GlcNAc)2 <162>	7.0
3.2.1.14	Q9FRV1	7.0	Secale cereale	7763357,8477714,12074700,12579379,11929279,16684504,16765843,18175902,17126584,18359848,19224400,21897030,20622499,20576315,28377239	#30# basic chitinase <38>; #22# isoenzyme C4 <53>; #168# protease activity <132>; #90# substrate: 4-methylumbelliferyl-(GlcNAc)2 <162>	7.0
5.1.1.15	Q7M181	7.0	Achromobacter obae	26206345	#2# L-alpha-amino-delta-valerolactam <6>	7.0
3.2.1.209	Q9UKM7	7.0	Homo sapiens	10409699,11443275,15911611	#10# wild-type enzyme <14>	7.0
3.2.1.8	A0A2U8LMQ3	7.0	Rhizophlyctis rosea	7765283,10923787,10989179,15629130,16915648,15064978,17445930,18379842,19349753,19838860,19854928,19759868,20154127,21455595,21237221,19916085,23117673,20349285,29236500,30397764,29491860,29355625,30753879,29704649	#24# at 80°C <149>; #64# wild-type enzyme <92>; #209,306# recombinant enzyme <217,399>; #48# xylanase A <8>; #189# recombinant His-tagged enzyme <227>; #108# isozymes IIb and IId <90>; #11# X-I <138>; #168# highest xylanase activity in citrate-phosphate buffer, 10% less activity than in Tris-HCl <195>; #119# xylanase activity of the fusion enzyme (EG-M-Xyn) of endoglucanase (cellulase) from Teleogryllus emma and xylanase from Thermomyces lanuginosus <401>	7.0
3.1.1.1	A0A024CDT8	7.0	Aquamicrobium sp. FPB-1	7576531,11814667,11267909,12452955,12556461,15184114,16448191,17428787,19054107,18436237,23801110,29307486,28058522,26672448,28817718	#71# about <72>; #81# ester synthesis <76>; #92# substrate: 4-nitrophenyl acetate <106>	7.0
2.6.1.86	G3XCK6	7.0	Pseudomonas aeruginosa	23099261	#4# optimal activity at low pH values between pH 6.5 and pH 8.5 <4>	7.0
3.1.3.2	D2D4J4	6.0-8.0	Phaseolus vulgaris	19955264	None	7.0
3.1.3.18	P19881	7.0	Saccharomyces cerevisiae		None	7.0
3.2.1.14	Q1JUL1	7.0	Gastrophysa atrocyanea	7763357,8477714,12074700,12579379,11929279,16684504,16765843,18175902,17126584,18359848,19224400,21897030,20622499,20576315,28377239	#30# basic chitinase <38>; #22# isoenzyme C4 <53>; #168# protease activity <132>; #90# substrate: 4-methylumbelliferyl-(GlcNAc)2 <162>	7.0
3.1.3.48	P17706	7.0	Homo sapiens	2851993,2580826,18358001,19297174,18566706,20163174,21719704,27816449,29673715,27842892,29485030,29261102,25462809	#10# substrate phosphotyrosyl histone <13>; #73# recombinant intracellular catalytic domain of PTP-oc (DELTAPTP-oc) <304>	7.0
3.1.1.1	B5THG6	7.0	Streptococcus equi	7576531,11814667,11267909,12452955,12556461,15184114,16448191,17428787,19054107,18436237,23801110,29307486,28058522,26672448,28817718	#71# about <72>; #81# ester synthesis <76>; #92# substrate: 4-nitrophenyl acetate <106>	7.0
3.1.3.48	A0A0H2ZQ64	7.0	Streptococcus pneumoniae D39	2851993,2580826,18358001,19297174,18566706,20163174,21719704,27816449,29673715,27842892,29485030,29261102,25462809	#10# substrate phosphotyrosyl histone <13>; #73# recombinant intracellular catalytic domain of PTP-oc (DELTAPTP-oc) <304>	7.0
3.2.1.78	Q8P9S0	7.0	Xanthomonas campestris	19129644,20073482,21311881,20639136,23252695,27714555,26467349	None	7.0
3.2.1.14	Q41539	7.0	Triticum aestivum	7763357,8477714,12074700,12579379,11929279,16684504,16765843,18175902,17126584,18359848,19224400,21897030,20622499,20576315,28377239	#30# basic chitinase <38>; #22# isoenzyme C4 <53>; #168# protease activity <132>; #90# substrate: 4-methylumbelliferyl-(GlcNAc)2 <162>	7.0
3.1.1.1	Q8TZJ1	7.0	Pyrococcus furiosus	7576531,11814667,11267909,12452955,12556461,15184114,16448191,17428787,19054107,18436237,23801110,29307486,28058522,26672448,28817718	#71# about <72>; #81# ester synthesis <76>; #92# substrate: 4-nitrophenyl acetate <106>	7.0
3.2.1.8	I6M1A2	7.0	uncultured microorganism	7765283,10923787,10989179,15629130,16915648,15064978,17445930,18379842,19349753,19838860,19854928,19759868,20154127,21455595,21237221,19916085,23117673,20349285,29236500,30397764,29491860,29355625,30753879,29704649	#24# at 80°C <149>; #64# wild-type enzyme <92>; #209,306# recombinant enzyme <217,399>; #48# xylanase A <8>; #189# recombinant His-tagged enzyme <227>; #108# isozymes IIb and IId <90>; #11# X-I <138>; #168# highest xylanase activity in citrate-phosphate buffer, 10% less activity than in Tris-HCl <195>; #119# xylanase activity of the fusion enzyme (EG-M-Xyn) of endoglucanase (cellulase) from Teleogryllus emma and xylanase from Thermomyces lanuginosus <401>	7.0
3.2.1.81	A8W969	7.0	Agarivorans albus	8517750,9797294,15088129,16317543,15456406,15170112,17337564,18478285,19349750,19802606,19484308,20161978,21655986,21030821,21876371,23221532,28986239	#27# recombinant enzyme <57>; #18# AgaB <28>; #17# Britton-Robinson universal buffers, 50°C <29>; #14# in presence of 2% NaCl <27>; #7# narrow <34>; #7# agarase AG-a <49>	7.0
3.2.1.28	O42783	7.0	Neurospora crassa	15475303,19073263,20630729,22484163	None	7.0
3.2.1.14	Q8W428	7.0	Triticum aestivum	7763357,8477714,12074700,12579379,11929279,16684504,16765843,18175902,17126584,18359848,19224400,21897030,20622499,20576315,28377239	#30# basic chitinase <38>; #22# isoenzyme C4 <53>; #168# protease activity <132>; #90# substrate: 4-methylumbelliferyl-(GlcNAc)2 <162>	7.0
3.2.1.14	Q42839	7.0	Hordeum vulgare	7763357,8477714,12074700,12579379,11929279,16684504,16765843,18175902,17126584,18359848,19224400,21897030,20622499,20576315,28377239	#30# basic chitinase <38>; #22# isoenzyme C4 <53>; #168# protease activity <132>; #90# substrate: 4-methylumbelliferyl-(GlcNAc)2 <162>	7.0
3.1.1.2	Q5FSJ2	7.0	Gluconobacter oxydans	12939078,18931117,23003572,26443058	#19# native enzyme <140>	7.0
3.2.1.14	Q1JUL0	7.0	Gastrophysa atrocyanea	7763357,8477714,12074700,12579379,11929279,16684504,16765843,18175902,17126584,18359848,19224400,21897030,20622499,20576315,28377239	#30# basic chitinase <38>; #22# isoenzyme C4 <53>; #168# protease activity <132>; #90# substrate: 4-methylumbelliferyl-(GlcNAc)2 <162>	7.0
3.2.1.14	Q9AXR9	7.0	Secale cereale	7763357,8477714,12074700,12579379,11929279,16684504,16765843,18175902,17126584,18359848,19224400,21897030,20622499,20576315,28377239	#30# basic chitinase <38>; #22# isoenzyme C4 <53>; #168# protease activity <132>; #90# substrate: 4-methylumbelliferyl-(GlcNAc)2 <162>	7.0
3.1.3.4	Q91ZP3	7.0	Mus musculus	9370315,10685032,17105729,17652095,18215144,19136718,18755595	#10# reaction with diacylglycerol diphosphate or lysophosphatidate <43>; #10# 104-kDa enzyme form <20>; #13# isozyme LPPepsilon1 <75>; #35# isozyme LPPepsilon2 <75>	7.0
3.2.1.32	A0A1S1YTI6	7.0	Flammeovirga pacifica	10635569,30021136	#14# without NaCl <24>	7.0
