uniprot_id,reaction_type,fit_mean,fit_std,num_act,max_min_diff,enzyme_type,enzyme_type_sub,acceptor
Q9FRV0,,5.0,,1,,Hydrolases,Glycosylases,
Q9FS29,,8.5,,1,,Lyases,Carbon-sulfur,
Q9FSD6,,7.6,,1,,Transferases,Acyltransferases,
Q9FUB7,,7.0,,1,,Transferases,Acyltransferases,
Q9FUP0,,7.5,,1,,Oxidoreductases,CH-CH group of donors,NAD+ or NADP+
Q9FVF9,,7.7,,1,,Hydrolases,ester bonds,
Q9FWK4,,5.7,,1,,Lyases,Carbon-oxygen,
Q9FXA8,,9.5,,1,,Hydrolases,Glycosylases,
Q9FY99,,8.5,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q9FYC4,,8.25,,1,,Transferases,one-carbon groups,
Q9FYG4,,7.0,,1,,Oxidoreductases,aldehyde or oxo group of donors,oxygen
Q9FZ05,,6.0,,1,,Transferases,Glycosyltransferases,
Q9FZ62,,7.0,,1,,Hydrolases,ester bonds,
Q9FZN8,,8.5,,1,,Transferases,one-carbon groups,
Q9GKX2,reduction,6.2,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q9GLE5,,8.0,,1,,Hydrolases,peptide bonds (peptidases),
Q9GMB8,,7.4,,1,,Ligases,carbon-oxygen bonds,
Q9GN79,,7.3,,1,,Transferases,phosphorus-containing groups,
Q9GQ37,,8.25,,1,,Hydrolases,peptide bonds (peptidases),
Q9GRU1,,6.5,,1,,Transferases,phosphorus-containing groups,
Q9GV45,,8.5,,1,,Oxidoreductases,oxygenases,other
Q9GZT4,,9.0,,1,,Isomerases,Racemases and epimerases,
Q9GZU7,,5.0,,1,,Hydrolases,ester bonds,
Q9GZZ1,,7.75,,1,,Transferases,Acyltransferases,
Q9H2A9,,7.2,,1,,Transferases,sulfur-containing groups,
Q9H3Q3,,6.25,,1,,Transferases,sulfur-containing groups,
Q9H4A9,,9.666666666666666,,1,,Hydrolases,peptide bonds (peptidases),
Q9H4B4,,7.9,,1,,Transferases,phosphorus-containing groups,
Q9H6B9,,5.0,,1,,Hydrolases,ether bonds,
Q9H974,,7.8,,1,,Transferases,Glycosyltransferases,
Q9HA77,,7.4,,1,,Ligases,carbon-oxygen bonds,
Q9HAT2,,8.3,,1,,Hydrolases,ester bonds,
Q9HAU8,,7.3,,1,,Hydrolases,peptide bonds (peptidases),
Q9HAW7,,7.25,,1,,Transferases,Glycosyltransferases,
Q9HAW8,,7.25,,1,,Transferases,Glycosyltransferases,
Q9HBH1,,7.025,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q9HBK9,,8.5,,1,,Transferases,one-carbon groups,
Q9HDW1,,7.25,,1,,Transferases,phosphorus-containing groups,
Q9HEG3,,7.5,,1,,Lyases,Carbon-oxygen,
Q9HEY7,,9.0,,1,,Oxidoreductases,superoxide as acceptor,NAD+ or NADP+
Q9HEZ1,,4.5,,1,,Hydrolases,Glycosylases,
Q9HFW5,,4.75,,1,,Hydrolases,Glycosylases,
Q9HG00,,3.8,,1,,Hydrolases,Glycosylases,
Q9HGI3,,4.5,,1,,Hydrolases,Glycosylases,
Q9HGR3,,6.0,,1,,Hydrolases,ester bonds,
Q9HH76,,6.0,,1,,Transferases,"alkyl or aryl groups, other than methyl groups",
Q9HHB0,,5.0,,1,,Hydrolases,Glycosylases,
Q9HHB6,,5.0,,1,,Transferases,phosphorus-containing groups,
Q9HIA7,,8.0,,1,,Transferases,"alkyl or aryl groups, other than methyl groups",
Q9HIL6,,6.0,,1,,Hydrolases,Glycosylases,
Q9HIM3,,5.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q9HJH3,,7.0,,1,,Transferases,"alkyl or aryl groups, other than methyl groups",
Q9HJL5,reduction,8.1,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q9HK44,,7.75,,1,,Transferases,phosphorus-containing groups,
Q9HK51,,10.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q9HK58,,7.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q9HLE2,,3.7,,1,,Hydrolases,Glycosylases,
Q9HLK5,,7.6,,1,,Transferases,phosphorus-containing groups,
Q9HLQ2,,7.75,,1,,Hydrolases,ester bonds,
Q9HM33,,7.6,,1,,Transferases,phosphorus-containing groups,
Q9HMB6,oxidation,10.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q9HMB6,reduction,6.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q9HTC0,,9.0,,1,,Transferases,Glycosyltransferases,
Q9HTH8,,9.25,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q9HTJ1,,8.0,,1,,Oxidoreductases,aldehyde or oxo group of donors,NAD+ or NADP+
Q9HTR2,,5.4,,1,,Hydrolases,ester bonds,
Q9HU72,,6.6,,1,,Lyases,Carbon-sulfur,
Q9HUU7,,7.2,,1,,Transferases,Acyltransferases,
Q9HWR4,,6.75,,1,,Oxidoreductases,"paired donors, with molecular oxygen",other
Q9HWS0,,8.0,,1,,Hydrolases,ester bonds,
Q9HXC7,,7.6,,1,,Hydrolases,ester bonds,
Q9HXE3,,8.7,,1,,Oxidoreductases,CH-NH2 group of donors,other
Q9HXE9,,8.0,,1,,Transferases,phosphorus-containing groups,
Q9HY13,,7.0,,1,,Lyases,Carbon-carbon,
Q9HYA4,oxidation,9.8,,1,,Oxidoreductases,CH-NH2 group of donors,NAD+ or NADP+
Q9HYA4,reduction,8.2,,1,,Oxidoreductases,CH-NH2 group of donors,NAD+ or NADP+
Q9HYF1,,8.75,,1,,Transferases,phosphorus-containing groups,
Q9HZ76,,8.0,,1,,Transferases,nitrogenous groups,
Q9HZE0,,8.0,,1,,Oxidoreductases,CH-NH2 group of donors,NAD+ or NADP+
Q9HZY8,,9.0,,1,,Hydrolases,ester bonds,
Q9I0K4,,7.6,,1,,Lyases,Carbon-carbon,
Q9I297,,9.0,,1,,Ligases,carbon-carbon bonds,
Q9I299,,9.0,,1,,Ligases,carbon-carbon bonds,
Q9I2A0,,7.0,,1,,Lyases,Carbon-carbon,
Q9I387,,8.5,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q9I3M6,,6.25,,1,,Hydrolases,peptide bonds (peptidases),
Q9I485,,8.75,,1,,Lyases,Carbon-oxygen,
Q9I4E3,,7.75,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q9I5Y1,,8.5,,1,,Lyases,Carbon-carbon,
Q9I700,,7.75,,1,,Transferases,nitrogenous groups,
Q9I7I4,,7.0,,1,,Hydrolases,peptide bonds (peptidases),
Q9I993,,8.0,,1,,Oxidoreductases,oxygenases,other
Q9I9R4,,7.7,,1,,Hydrolases,peptide bonds (peptidases),
Q9JHW1,,6.3,,1,,Hydrolases,peptide bonds (peptidases),
Q9JHY8,,8.0,,1,,Ligases,phosphoric-ester bonds,
Q9JI93,,7.2,,1,,Transferases,Glycosyltransferases,
Q9JI99,,6.75,,1,,Hydrolases,ester bonds,
Q9JIG1,,6.0,,1,,Transferases,Glycosyltransferases,
Q9JL16,,7.0,,1,,Hydrolases,ester bonds,
Q9JL55,,7.6,,1,,Hydrolases,ester bonds,
Q9JL56,,7.4,,1,,Hydrolases,ester bonds,
Q9JLA3,,7.8,,1,,Transferases,Glycosyltransferases,
Q9JLI6,,9.0,,1,,Lyases,Carbon-sulfur,
Q9JLJ2,,9.0,,1,,Oxidoreductases,aldehyde or oxo group of donors,NAD+ or NADP+
Q9JMH7,,3.8,,1,,Hydrolases,Glycosylases,
Q9JZ55,,7.4,,1,,Transferases,"alkyl or aryl groups, other than methyl groups",
Q9K3E4,,6.0,,1,,Hydrolases,Glycosylases,
Q9K3J3,?,7.65,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q9K3J3,,6.8,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q9K4Y9,,9.0,,1,,Transferases,one-carbon groups,
Q9K8X1,,8.0,,1,,Transferases,phosphorus-containing groups,
Q9KBQ2,,8.0,,1,,Isomerases,Intramolecular oxidoreductases,
Q9KC89,,9.5,,1,,Transferases,phosphorus-containing groups,
Q9KCL9,,7.0,,1,,Isomerases,Intramolecular oxidoreductases,
Q9KIF2,,6.0,,1,,Hydrolases,ester bonds,
Q9KJF1,,6.2,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q9KJG6,,6.5,,1,,Hydrolases,ester bonds,
Q9KK55,,8.4,,1,,Hydrolases,Glycosylases,
Q9KKF5,,8.0,,1,,Transferases,phosphorus-containing groups,
Q9KL18,,10.0,,1,,Hydrolases,ester bonds,
Q9KMV8,,10.0,,1,,Hydrolases,ester bonds,
Q9KP34,,9.0,,1,,Hydrolases,acid anhydrides,
Q9KQ59,,4.0,,1,,Oxidoreductases,peroxide as acceptor,NAD+ or NADP+
Q9KVI8,,9.0,,1,,Hydrolases,peptide bonds (peptidases),
Q9KVK6,,7.0,,1,,Hydrolases,ester bonds,
Q9KVL2,,7.0,,1,,Hydrolases,ester bonds,
Q9KVZ7,,7.9,,1,,Hydrolases,ester bonds,
Q9KWL3,,8.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q9KWS2,,7.0,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q9KWS3,,7.5,,1,,Lyases,Carbon-carbon,
Q9KWS4,,7.5,,1,,Lyases,Carbon-oxygen,
Q9KWS5,,7.5,,1,,Oxidoreductases,aldehyde or oxo group of donors,NAD+ or NADP+
Q9KX40,,7.0,,1,,Hydrolases,ester bonds,
Q9KZL6,,7.5,,1,,Isomerases,Intramolecular transferases,
Q9L0Q8,,7.9,,1,,Transferases,phosphorus-containing groups,
Q9L1E4,,6.5,,1,,Transferases,Glycosyltransferases,
Q9L1K2,,7.0,,1,,Transferases,Glycosyltransferases,
Q9L1L8,,7.75,,1,,Transferases,phosphorus-containing groups,
Q9L214,,8.0,,1,,Isomerases,Intramolecular transferases,
Q9L2M4,,5.833333333333333,,1,,Hydrolases,ester bonds,
Q9L3J2,,6.6,,1,,Hydrolases,Glycosylases,
Q9L3P9,,7.75,,1,,Translocases,hydrons,
Q9L4P8,,8.0,,1,,Oxidoreductases,aldehyde or oxo group of donors,NAD+ or NADP+
Q9L514,,8.0,,1,,Hydrolases,ester bonds,
Q9L5A4,,7.5,,1,,Hydrolases,peptide bonds (peptidases),
Q9L6D3,,8.5,,1,,Hydrolases,ester bonds,
Q9L816,,5.5,,1,,Hydrolases,Glycosylases,
Q9L8R8,,8.0,,1,,Hydrolases,ester bonds,
Q9L9F3,,8.5,,1,,Transferases,one-carbon groups,
Q9LA72,,8.75,,1,,Transferases,phosphorus-containing groups,
Q9LAG3,reduction,6.7,,1,,Oxidoreductases,"paired donors, with molecular oxygen",other
Q9LAH7,,7.75,,1,,Hydrolases,ester bonds,
Q9LAJ2,,6.875,,1,,Hydrolases,Glycosylases,
Q9LBW4,,7.75,,1,,Lyases,Carbon-carbon,
Q9LBX2,,9.0,,1,,Oxidoreductases,"paired donors, with molecular oxygen",other
Q9LBX4,,5.5,,1,,Oxidoreductases,"paired donors, with molecular oxygen",other
Q9LCB9,,7.0,,1,,Hydrolases,Glycosylases,
Q9LCC0,,6.5,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q9LCC1,,6.5,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q9LCC5,,7.0,,1,,Hydrolases,Glycosylases,
Q9LCT3,,7.6,,1,,Translocases,amino acids and peptides,
Q9LCU3,,8.0,,1,,Hydrolases,halide bonds,
Q9LD80,,9.0,,1,,Oxidoreductases,other nitrogenous compounds as donors,oxygen
Q9LDH0,,7.0,,1,,Transferases,Glycosyltransferases,
Q9LE86,,8.0,,1,,Oxidoreductases,"paired donors, with molecular oxygen",other
Q9LEA9,,6.0,,1,,Oxidoreductases,oxygenases,other
Q9LEL5,,7.5,,1,,Transferases,one-carbon groups,
Q9LEU8,,7.4,,1,,Lyases,Carbon-nitrogen,
Q9LFA6,,4.25,,1,,Hydrolases,Glycosylases,
Q9LFG7,,5.5,,1,,Lyases,Carbon-carbon,
Q9LFH3,,6.5,,1,,Hydrolases,Glycosylases,
Q9LFP0,,7.900000000000001,,1,,Transferases,Glycosyltransferases,
Q9LFW1,,6.8,,1,,Isomerases,Intramolecular transferases,
Q9LIK0,,8.0,,1,,Transferases,phosphorus-containing groups,
Q9LK23,,8.5,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q9LL59,,7.5,,1,,Hydrolases,ester bonds,
Q9LQC0,,7.2,,1,,Oxidoreductases,"paired donors, with molecular oxygen",other
Q9LQF2,,7.5,,1,,Hydrolases,Glycosylases,
Q9LSQ4,,9.0,,1,,Ligases,carbon-nitrogen bonds,
Q9LSY6,,6.75,,1,,Transferases,Glycosyltransferases,
Q9LTW4,,6.0,,1,,Hydrolases,peptide bonds (peptidases),
Q9LU86,,8.0,,1,,Oxidoreductases,peroxide as acceptor,NAD+ or NADP+
Q9LV91,,6.833333333333333,,1,,Transferases,Glycosyltransferases,
Q9LVW3,,6.5,,1,,Transferases,Glycosyltransferases,
Q9LVZ7,,6.75,,1,,Transferases,phosphorus-containing groups,
Q9LX33,,8.2,,1,,Transferases,"alkyl or aryl groups, other than methyl groups",
Q9LXD6,,4.7,,1,,Hydrolases,Glycosylases,
Q9LXR9,,8.0,,1,,Hydrolases,ester bonds,
Q9LY14,,7.0,,1,,Oxidoreductases,sulfur group of donors,disulfide
Q9LY82,,7.5,,1,,Transferases,phosphorus-containing groups,
Q9LYD8,,8.666666666666666,,1,,Oxidoreductases,CH-OH group of donors,oxygen
Q9LYT1,,7.5,,1,,Oxidoreductases,CH-NH group of donors,oxygen
Q9LYT1,oxidation,7.339829284045567,1.061000298556221,4,,Oxidoreductases,CH-NH group of donors,oxygen
Q9LYU4,,8.25,,1,,Ligases,carbon-nitrogen bonds,
Q9LZA6,,8.0,,1,,Hydrolases,ester bonds,
Q9LZF7,,7.0,,1,,Hydrolases,peptide bonds (peptidases),
Q9LZI2,,7.0,,1,,Lyases,Carbon-carbon,
Q9M001,,7.5,,1,,Transferases,phosphorus-containing groups,
Q9M099,,5.5,,1,,Hydrolases,peptide bonds (peptidases),
Q9M0D2,,6.540000000000001,,1,,Transferases,Glycosyltransferases,
Q9M0D7,,8.0,,1,,Hydrolases,ester bonds,
Q9M0Y8,,7.4,,1,,Hydrolases,acid anhydrides,
Q9M1T1,,8.0,,1,,Isomerases,Intramolecular oxidoreductases,
Q9M1V2,,7.5,,1,,Transferases,sulfur-containing groups,
Q9M1W4,,7.5,,1,,Transferases,one-carbon groups,
Q9M2E2,,9.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q9M2U5,,4.8,,1,,Hydrolases,Glycosylases,
Q9M2Y8,,8.0,,1,,Lyases,Carbon-sulfur,
Q9M4G3,,9.5,,1,,Transferases,phosphorus-containing groups,
Q9M4G4,,7.7,,1,,Isomerases,Intramolecular transferases,
Q9M4G5,,7.7,,1,,Isomerases,Intramolecular transferases,
Q9M563,,5.25,,1,,Hydrolases,Glycosylases,
Q9M6E2,,6.766666666666667,,1,,Transferases,Acyltransferases,
Q9M8R4,,6.8,,1,,Lyases,Carbon-sulfur,
Q9M9V6,,7.75,,1,,Isomerases,Intramolecular transferases,
Q9MA46,,7.0,,1,,Hydrolases,ester bonds,
Q9MAH0,,8.5,,1,,Lyases,Carbon-carbon,
Q9MAJ7,,4.25,,1,,Hydrolases,Glycosylases,
Q9MV14,,7.5,,1,,Hydrolases,ester bonds,
Q9N0F3,,7.4,,1,,Ligases,carbon-oxygen bonds,
Q9N1U7,,8.5,,1,,Transferases,one-carbon groups,
Q9N1p5,,4.5,,1,,Hydrolases,peptide bonds (peptidases),
Q9N2D1,,7.75,,1,,Hydrolases,peptide bonds (peptidases),
Q9N2D3,,2.0,,1,,Hydrolases,peptide bonds (peptidases),
Q9N2D4,,2.0,,1,,Hydrolases,peptide bonds (peptidases),
Q9N2I8,,7.5,,1,,Oxidoreductases,sulfur group of donors,NAD+ or NADP+
Q9N2J2,,7.5,,1,,Oxidoreductases,peroxide as acceptor,NAD+ or NADP+
Q9N9H4,,5.0,,1,,Hydrolases,peptide bonds (peptidases),
Q9NA25,,9.5,,1,,Hydrolases,acid anhydrides,
Q9NB30,,7.0,,1,,Hydrolases,peptide bonds (peptidases),
Q9NFT7,,8.25,,1,,Transferases,phosphorus-containing groups,
Q9NFT9,,8.25,,1,,Transferases,phosphorus-containing groups,
Q9NFY9,,6.8,,1,,Hydrolases,peptide bonds (peptidases),
Q9NJP9,,8.0,,1,,Transferases,phosphorus-containing groups,
Q9NL96,,6.5,,1,,Oxidoreductases,sulfur group of donors,NAD+ or NADP+
Q9NP78,,7.0,,1,,Translocases,amino acids and peptides,
Q9NP80,,8.0,,1,,Hydrolases,ester bonds,
Q9NPB8,,7.0,,1,,Hydrolases,ester bonds,
Q9NPC4,,7.0,,1,,Transferases,Glycosyltransferases,
Q9NPF2,,6.5,,1,,Transferases,sulfur-containing groups,
Q9NR34,,6.5,,1,,Hydrolases,Glycosylases,
Q9NR45,,7.5,,1,,Transferases,"alkyl or aryl groups, other than methyl groups",
Q9NR71,,7.5,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q9NRB3,,6.5,,1,,Transferases,sulfur-containing groups,
Q9NRN7,,8.0,,1,,Transferases,phosphorus-containing groups,
Q9NRW3,,6.0,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q9NRX4,,7.75,,1,,Hydrolases,phosphorus-nitrogen bonds,
Q9NSD9,,8.0,,1,,Ligases,carbon-oxygen bonds,
Q9NUN7,,9.5,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q9NVH6,,7.5,,1,,Oxidoreductases,"paired donors, with molecular oxygen",other
Q9NWW6,,7.75,,1,,Transferases,phosphorus-containing groups,
Q9NX46,,7.4,,1,,Hydrolases,Glycosylases,
Q9NYY3,,7.9,,1,,Transferases,phosphorus-containing groups,
Q9NZK5,,6.6,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q9NZK7,,8.0,,1,,Hydrolases,ester bonds,
Q9P0G3,,8.0,,1,,Hydrolases,peptide bonds (peptidases),
Q9P358,,2.0,,1,,Hydrolases,Glycosylases,
Q9P359,,5.0,,1,,Hydrolases,Glycosylases,
Q9P3S1,,3.3,,1,,Hydrolases,acid anhydrides,
Q9P4W3,,5.0,,1,,Hydrolases,Glycosylases,
Q9P4W4,,4.0,,1,,Hydrolases,Glycosylases,
Q9P6C8,reduction,3.8,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q9P8D6,,8.5,,1,,Transferases,Acyltransferases,
Q9P8F7,,8.0,,1,,Hydrolases,ester bonds,
Q9P8H5,,7.3,,1,,Oxidoreductases,CH-OH group of donors,other
Q9P8J1,,7.0,,1,,Hydrolases,Glycosylases,
Q9P992,,7.8,,1,,Hydrolases,peptide bonds (peptidases),
Q9P999,,5.5,,1,,Hydrolases,Glycosylases,
Q9P9E3,,7.3,,1,,Oxidoreductases,aldehyde or oxo group of donors,iron-sulfur protein
Q9P9E4,,7.3,,1,,Oxidoreductases,aldehyde or oxo group of donors,iron-sulfur protein
Q9P9E5,,7.3,,1,,Oxidoreductases,aldehyde or oxo group of donors,iron-sulfur protein
Q9P9E6,,7.3,,1,,Oxidoreductases,aldehyde or oxo group of donors,iron-sulfur protein
Q9P9E7,,7.3,,1,,Oxidoreductases,aldehyde or oxo group of donors,iron-sulfur protein
Q9P9M8,,7.15,,1,,Transferases,nitrogenous groups,
Q9PBQ1,,7.0,,1,,Hydrolases,ester bonds,
Q9PF60,,5.1,,1,,Hydrolases,Glycosylases,
Q9PT51,,7.0,,1,,Hydrolases,peptide bonds (peptidases),
Q9QT64,,10.5,,1,,Lyases,Carbon-oxygen,
Q9QXF8,,9.0,,1,,Transferases,one-carbon groups,
Q9QXT3,,6.9,,1,,Transferases,Acyltransferases,
Q9QY48,,4.8,,1,,Hydrolases,ester bonds,
Q9QYF1,,6.5,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q9QYG8,,7.4,,1,,Transferases,phosphorus-containing groups,
Q9QZT4,,6.5,,1,,Hydrolases,ester bonds,
Q9R014,,7.0,,1,,Hydrolases,peptide bonds (peptidases),
Q9R092,,9.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q9R0E0,,6.45,,1,,Transferases,Glycosyltransferases,
Q9R111,,7.666666666666667,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q9R1T3,,5.449999999999999,,1,,Hydrolases,peptide bonds (peptidases),
Q9R1T5,,8.0,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q9R4J4,,7.75,,1,,Hydrolases,peptide bonds (peptidases),
Q9R4W3,,7.3,,1,,Lyases,Carbon-carbon,
Q9R5L9,,6.8,,1,,Hydrolases,Glycosylases,
Q9R5V5,,6.0,,1,,Transferases,Glycosyltransferases,
Q9R6Y4,,9.0,,1,,Transferases,Acyltransferases,
Q9R9H8,,7.0,,1,,Hydrolases,Glycosylases,
Q9R9I1,,8.0,,1,,Hydrolases,peptide bonds (peptidases),
Q9RA05,,5.5,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q9RB42,,7.0,,1,,Lyases,Carbon-oxygen,
Q9RBA5,,7.5,,1,,Hydrolases,Glycosylases,
Q9RBF2,,8.6,,1,,Ligases,phosphoric-ester bonds,
Q9RBG4,,7.5,,1,,Oxidoreductases,"paired donors, with molecular oxygen",other
Q9RBG5,,7.5,,1,,Oxidoreductases,"paired donors, with molecular oxygen",other
Q9RBP4,,8.75,,1,,Lyases,Carbon-sulfur,
Q9RBP5,,9.5,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q9RBS3,,8.0,,1,,Transferases,phosphorus-containing groups,
Q9RC94,,8.5,,1,,Hydrolases,Glycosylases,
Q9RCG0,,4.5,,1,,Oxidoreductases,CH-OH group of donors,other
Q9RDT3,,8.5,,1,,Transferases,phosphorus-containing groups,
Q9RFN5,,9.0,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q9RGE6,,6.875,,1,,Hydrolases,Glycosylases,
Q9RHG2,,7.25,,1,,Isomerases,Intramolecular oxidoreductases,
Q9RHV9,,8.3,,1,,Ligases,carbon-oxygen bonds,
Q9RJ84,,7.4,,1,,Isomerases,Intramolecular transferases,
Q9RKF1,,6.0,,1,,Oxidoreductases,aldehyde or oxo group of donors,NAD+ or NADP+
Q9RKF1,oxidation,6.450615292470921,1.1501099716314047,3,,Oxidoreductases,aldehyde or oxo group of donors,NAD+ or NADP+
Q9RLV9,,7.4,,1,,Hydrolases,ester bonds,
Q9RM92,,7.5,,1,,Hydrolases,Glycosylases,
Q9RMM4,,5.0,,1,,Hydrolases,Glycosylases,
Q9RQ17,,7.0,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q9RQJ2,,9.3,,1,,Hydrolases,"carbon-nitrogen bonds, other than peptide bonds",
Q9RSQ5,,6.9,,1,,Ligases,phosphoric-ester bonds,
Q9RST7,,7.233333333333333,,1,,Isomerases,Intramolecular transferases,
Q9RT63,,6.3,,1,,Hydrolases,acid anhydrides,
Q9RTB7,,8.0,,1,,Transferases,Glycosyltransferases,
Q9RVT9,,8.0,,1,,Transferases,Glycosyltransferases,
Q9RXX6,,9.0,,1,,Hydrolases,acid anhydrides,
Q9RY71,,9.25,,1,,Hydrolases,acid anhydrides,
Q9S1B4,,8.5,,1,,Oxidoreductases,oxygenases,other
Q9S1F9,oxidation,9.0,,1,,Oxidoreductases,CH-NH2 group of donors,NAD+ or NADP+
Q9S1F9,reduction,8.0,,1,,Oxidoreductases,CH-NH2 group of donors,NAD+ or NADP+
Q9S1F9,,8.0,,1,,Oxidoreductases,CH-NH2 group of donors,NAD+ or NADP+
Q9S227,oxidation,9.5,,1,,Oxidoreductases,CH-NH2 group of donors,NAD+ or NADP+
Q9S227,reduction,9.0,,1,,Oxidoreductases,CH-NH2 group of donors,NAD+ or NADP+
Q9S3L0,,6.333333333333333,,1,,Hydrolases,Glycosylases,
Q9S3U5,oxidation,8.5,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q9S3U5,reduction,6.5,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q9S3Z4,,7.5,,1,,Isomerases,Intramolecular oxidoreductases,
Q9S4D5,,7.75,,1,,Transferases,one-carbon groups,
Q9S4K9,,7.6,,1,,Lyases,Carbon-carbon,
Q9S7E4,,7.0,,1,,Oxidoreductases,CH or CH2 groups,NAD+ or NADP+
Q9S7Z3,,8.0,,1,,Transferases,Acyltransferases,
Q9S818,,8.6,,1,,Oxidoreductases,"paired donors, with molecular oxygen",other
Q9S850,,8.5,,1,,Oxidoreductases,sulfur group of donors,oxygen
Q9S8N7,,7.5,,1,,Transferases,nitrogenous groups,
Q9S926,,8.5,,1,,Oxidoreductases,NADH or NADPH,quinone
Q9S9U6,,8.0,,1,,Lyases,Carbon-sulfur,
Q9SA41,,8.0,,1,,Hydrolases,peptide bonds (peptidases),
Q9SAK2,,7.2,,1,,Lyases,Carbon-oxygen,
Q9SAK4,,9.25,,1,,Oxidoreductases,aldehyde or oxo group of donors,NAD+ or NADP+
Q9SAR0,,7.3,,1,,Lyases,Carbon-sulfur,
Q9SBL1,,8.35,,1,,Transferases,Glycosyltransferases,
Q9SD85,,7.3,,1,,Oxidoreductases,"paired donors, with molecular oxygen",other
Q9SDL7,,7.5,,1,,Transferases,one-carbon groups,
Q9SDL8,,7.25,,1,,Hydrolases,ester bonds,
Q9SDX0,,6.0,,1,,Transferases,Glycosyltransferases,
Q9SEE5,,7.5,,1,,Transferases,phosphorus-containing groups,
Q9SEX2,,6.9,,1,,Isomerases,Isomerases altering macromolecular conformation,
Q9SF47,,6.5,,1,,Hydrolases,ester bonds,
Q9SG80,,4.3,,1,,Hydrolases,Glycosylases,
Q9SGH6,,7.8,,1,,Oxidoreductases,oxygenases,other
Q9SIY3,,9.5,,1,,Hydrolases,acid anhydrides,
Q9SJE2,,9.7,,1,,Hydrolases,ester bonds,
Q9SKC5,,7.0,,1,,Transferases,Glycosyltransferases,
Q9SKT7,,6.8,,1,,Oxidoreductases,NADH or NADPH,quinone
Q9SKX5,,7.5,,1,,Oxidoreductases,CH-NH group of donors,oxygen
Q9SLA0,,5.6,,1,,Hydrolases,Glycosylases,
Q9SLD2,,7.0,,1,,Transferases,Acyltransferases,
Q9SLN9,,6.0,,1,,Transferases,Glycosyltransferases,
Q9SM59,,8.25,,1,,Isomerases,Intramolecular transferases,
Q9SM60,,8.25,,1,,Isomerases,Intramolecular transferases,
Q9SN58,,8.0,,1,,Isomerases,Racemases and epimerases,
Q9SNN0,,8.0,,1,,Lyases,Carbon-carbon,
Q9SP37,,8.75,,1,,Hydrolases,carbon-sulfur bonds,
Q9SQ67,oxidation,9.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q9SQ67,reduction,6.8,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q9SQ67,,6.8,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q9SQ69,oxidation,9.0,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
Q9SQ69,reduction,6.8,,1,,Oxidoreductases,CH-OH group of donors,NAD+ or NADP+
